timestamp          , destination   , travel_duration, estimated_arrival_time, destination_temperature, destination_humidity, destination_pressure, destination_wind_speed, destination_cloud_coverage, destination_api_rain_probability, destination_api_prediction, time_of_day, month, historical_prediction_accuracy, model_prediction, model_confidence  , actual_rain, prediction_correctness
2026-06-03 13:22:34, Andhakaranazhy,            69.6, 2026-06-03 14:32:08   ,                   25.2 ,                   99,                 1009,                   4.09,                         98,                             0.8 ,                          1,          14,     6,                         0.8972,              0.0,  52.0             ,            ,                     
2026-06-03 13:23:26, Kumbanad      ,             0.0, 2026-06-03 13:23:26   ,                   26.6 ,                   90,                 1006,                   1.11,                         99,                             0.9 ,                          1,          13,     6,                         1.0   ,              1.0,  67.0             ,            ,                     
2026-06-03 13:23:26, Eraviperoor   ,             3.0, 2026-06-03 13:26:25   ,                   26.6 ,                   90,                 1007,                   1.11,                         99,                             0.89,                          1,          13,     6,                         0.8972,              1.0,  53.0             ,            ,                     
2026-06-03 13:23:26, Vallamkulam   ,             5.8, 2026-06-03 13:29:14   ,                   26.6 ,                   90,                 1008,                   1.11,                         99,                             0.85,                          1,          13,     6,                         0.8972,              0.0,  56.00000000000001,            ,                     
2026-06-03 13:23:26, Thiruvalla    ,             8.5, 2026-06-03 13:31:57   ,                   25.9 ,                   90,                 1006,                   0.85,                         98,                             0.86,                          1,          13,     6,                         1.0   ,              1.0,  57.99999999999999,            ,                     
2026-06-03 13:23:26, thiruvalla    ,            11.0, 2026-06-03 13:34:26   ,                   26.5 ,                   89,                 1006,                   0.72,                         97,                             0.86,                          1,          13,     6,                         1.0   ,              1.0,  57.99999999999999,            ,                     
2026-06-03 13:27:35, Kumbanad      ,             0.0, 2026-06-03 13:27:35   ,                   26.6 ,                   90,                 1006,                   1.11,                         99,                             0.9 ,                          1,          13,     6,                         1.0   ,              1.0,  67.0             ,            ,                     
2026-06-03 13:27:35, Eraviperoor   ,             5.4, 2026-06-03 13:33:02   ,                   25.9 ,                   90,                 1008,                   0.85,                         98,                             0.89,                          1,          13,     6,                         0.8972,              0.0,  55.00000000000001,            ,                     
2026-06-03 13:27:35, Vallamkulam   ,            10.6, 2026-06-03 13:38:09   ,                   25.9 ,                   90,                 1009,                   0.85,                         98,                             0.86,                          1,          13,     6,                         0.8972,              0.0,  55.00000000000001,            ,                     
2026-06-03 13:27:35, Thiruvalla    ,            15.5, 2026-06-03 13:43:05   ,                   25.9 ,                   90,                 1006,                   0.85,                         98,                             0.86,                          1,          13,     6,                         1.0   ,              1.0,  57.99999999999999,            ,                     
2026-06-03 13:27:35, thiruvalla    ,            20.0, 2026-06-03 13:47:35   ,                   26.5 ,                   89,                 1006,                   0.72,                         97,                             0.86,                          1,          13,     6,                         1.0   ,              1.0,  56.00000000000001,            ,                     
2026-06-03 13:30:09, kumbanad      ,             0.0, 2026-06-03 13:30:09   ,                   25.9 ,                   90,                 1006,                   0.85,                         98,                             0.89,                          1,          13,     6,                         1.0   ,              1.0,  67.0             ,            ,                     
2026-06-03 13:30:09, eraviperoor   ,             5.4, 2026-06-03 13:35:35   ,                   23.9 ,                  100,                  997,                   4.2 ,                         91,                             0.55,                          1,          13,     6,                         0.8972,              1.0,  92.0             ,            ,                     
2026-06-03 13:30:09, vallamkulam   ,            10.6, 2026-06-03 13:40:43   ,                   28.0 ,                   65,                 1012,                   3.3 ,                         33,                             0.13,                          0,          13,     6,                         0.8972,              0.0,  98.0             ,            ,                     
2026-06-03 13:30:09, thiruvalla    ,            15.5, 2026-06-03 13:45:39   ,                   25.9 ,                   90,                 1006,                   0.85,                         98,                             0.86,                          1,          13,     6,                         1.0   ,              1.0,  57.99999999999999,            ,                     
2026-06-03 13:30:09, thiruvalla    ,            20.0, 2026-06-03 13:50:09   ,                   26.5 ,                   89,                 1006,                   0.72,                         97,                             0.86,                          1,          13,     6,                         1.0   ,              1.0,  56.00000000000001,            ,                     
2026-06-03 13:31:12, kumbanad      ,             0.0, 2026-06-03 13:31:12   ,                   25.9 ,                   90,                 1006,                   0.85,                         98,                             0.89,                          1,          13,     6,                         1.0   ,              1.0,  67.0             ,            ,                     
2026-06-03 13:31:12, eraviperoor   ,             7.0, 2026-06-03 13:38:13   ,                   25.9 ,                   90,                 1008,                   0.85,                         98,                             0.89,                          1,          13,     6,                         0.8972,              0.0,  55.00000000000001,            ,                     
2026-06-03 13:31:12, othera        ,            12.7, 2026-06-03 13:43:51   ,                   25.9 ,                   90,                 1008,                   0.85,                         98,                             0.89,                          1,          13,     6,                         0.8972,              0.0,  55.00000000000001,            ,                     
2026-06-03 13:31:12, kallissery    ,            19.7, 2026-06-03 13:50:55   ,                   26.3 ,                   90,                 1009,                   0.4 ,                         99,                             0.89,                          1,          13,     6,                         0.8972,              0.0,  54.0             ,            ,                     
2026-06-03 13:31:12, chengannur    ,            27.0, 2026-06-03 13:58:12   ,                   26.3 ,                   90,                 1008,                   0.4 ,                         99,                             0.89,                          1,          13,     6,                         0.82  ,              0.0,  53.0             ,            ,                     
2026-06-03 13:48:02, kumbanad      ,             0.0, 2026-06-03 13:48:02   ,                   25.0 ,                   96,                 1006,                   0.85,                         98,                             0.89,                          1,          13,     6,                         1.0   ,              1.0,  67.0             ,            ,                     
2026-06-03 13:48:02, thiruvalla    ,            20.2, 2026-06-03 14:08:14   ,                   24.8 ,                   99,                 1006,                   0.72,                         97,                             0.86,                          1,          14,     6,                         1.0   ,              1.0,  56.99999999999999,            ,                     
2026-06-03 13:48:02, alappuzha     ,            83.5, 2026-06-03 15:11:32   ,                   26.2 ,                   95,                 1010,                   2.02,                         98,                             0.88,                          1,          15,     6,                         0.8972,              0.0, 100.0             ,            ,                     
2026-06-03 13:49:08, kumbanad      ,             0.0, 2026-06-03 13:49:08   ,                   25.0 ,                   96,                 1008,                   0.85,                         98,                             0.89,                          1,          13,     6,                         1.0   ,              1.0,  66.0             ,            ,                     
2026-06-03 13:49:39, kumbanad      ,             0.0, 2026-06-03 13:49:39   ,                   25.0 ,                   96,                 1008,                   0.85,                         98,                             0.89,                          1,          13,     6,                         1.0   ,              1.0,  66.0             ,            ,                     
2026-06-03 13:49:08, thiruvalla    ,            19.0, 2026-06-03 14:08:08   ,                   24.8 ,                   99,                 1008,                   0.72,                         97,                             0.86,                          1,          14,     6,                         1.0   ,              1.0,  54.0             ,            ,                     
2026-06-03 13:49:39, thiruvalla    ,            19.0, 2026-06-03 14:08:39   ,                   24.8 ,                   99,                 1008,                   0.72,                         97,                             0.86,                          1,          14,     6,                         1.0   ,              1.0,  54.0             ,            ,                     
2026-06-03 13:49:08, alappuzha     ,            79.3, 2026-06-03 15:08:26   ,                   27.1 ,                   91,                 1009,                   3.49,                         98,                             0.88,                          1,          15,     6,                         0.8972,              0.0, 100.0             ,            ,                     
2026-06-03 13:49:39, alappuzha     ,            80.6, 2026-06-03 15:10:15   ,                   26.2 ,                   95,                 1010,                   2.02,                         98,                             0.88,                          1,          15,     6,                         0.8972,              0.0, 100.0             ,            ,                     
2026-06-03 13:49:08, kochi         ,           176.2, 2026-06-03 16:45:20   ,                   25.8 ,                   94,                 1009,                   0.85,                        100,                             0.95,                          1,          16,     6,                         0.8972,              1.0, 100.0             ,            ,                     
2026-06-03 13:49:39, kochi         ,           208.1, 2026-06-03 17:17:45   ,                   25.8 ,                   94,                 1009,                   0.85,                        100,                             0.95,                          1,          17,     6,                         0.8972,              1.0, 100.0             ,            ,                     
2026-06-03 13:50:39, kumbanad      ,             0.0, 2026-06-03 13:50:39   ,                   21.5 ,                   87,                  991,                   5.5 ,                         81,                             0.95,                          1,          13,     6,                         1.0   ,              1.0,  93.0             ,            ,                     
2026-06-03 13:50:39, thiruvalla    ,            15.0, 2026-06-03 14:05:39   ,                   30.1 ,                   49,                 1014,                   3.0 ,                         26,                             0.05,                          0,          14,     6,                         1.0   ,              0.0,  94.0             ,            ,                     
2026-06-03 13:50:39, alappuzha     ,            40.0, 2026-06-03 14:30:39   ,                   23.5 ,                   85,                  999,                   9.1 ,                         74,                             0.94,                          1,          14,     6,                         0.8972,              0.0, 100.0             ,            ,                     
2026-06-03 13:50:39, kochi         ,            54.0, 2026-06-03 14:44:39   ,                   27.8 ,                   47,                 1012,                   4.2 ,                         34,                             0.15,                          0,          14,     6,                         0.8972,              1.0, 100.0             ,            ,                     
2026-06-03 13:51:50, kumbanad      ,             0.0, 2026-06-03 13:51:50   ,                   25.0 ,                   96,                 1006,                   0.85,                         98,                             0.89,                          1,          13,     6,                         1.0   ,              1  ,  67.0             ,            ,                     
2026-06-03 13:51:50, kozhencherry  ,            13.5, 2026-06-03 14:05:20   ,                   24.9 ,                   94,                 1008,                   0.83,                         99,                             0.89,                          1,          14,     6,                         0.9231,              1  ,  56.99999999999999,            ,                     
2026-06-03 13:51:50, chengannur    ,            44.1, 2026-06-03 14:35:56   ,                   24.8 ,                   97,                 1009,                   2.06,                         98,                             0.9 ,                          1,          14,     6,                         0.82  ,              0  ,  61.0             ,            ,                     
2026-06-04 00:37:49,kumbanad,0.0,2026-06-04 00:37:49,19.0,78,1006,6.7,74,0.65,1,0,6,0.8,1,86.0,,
2026-06-04 00:37:49,chengannur,15.4,2026-06-04 00:53:13,25.0,59,1012,1.2,28,0.23,0,0,6,0.8,0,83.0,,
2026-06-04 00:37:49,mavelikara,30.8,2026-06-04 01:08:37,27.2,64,1012,4.2,37,0.11,0,1,6,0.8,0,100.0,,
2026-06-04 00:37:49,haripad,46.2,2026-06-04 01:24:01,28.3,63,1012,1.8,23,0.06,0,1,6,0.8,0,100.0,,
2026-06-04 00:37:49,alappuzha,61.6,2026-06-04 01:39:25,30.5,53,1016,2.1,28,0.19,0,1,6,0.8,0,100.0,,
2026-06-04 00:37:49,kochi,77.0,2026-06-04 01:54:49,32.0,42,1020,2.5,1,0.25,0,1,6,0.8,1,100.0,,
2026-06-04 00:45:57,kumbanad,0.0,2026-06-04 00:45:57,27.3,50,1017,4.1,37,0.18,0,0,6,0.8,0,100.0,,
2026-06-04 00:45:57,muthoor,7.5,2026-06-04 00:53:27,25.3,47,1016,1.4,15,0.23,0,0,6,0.8,0,88.0,,
2026-06-04 00:45:57,thiruvalla,15.0,2026-06-04 01:00:57,31.3,51,1013,2.5,33,0.12,0,1,6,0.8,0,94.0,,
2026-06-04 00:47:42,muttumon,0.0,2026-06-04 00:47:42,19.7,78,1005,5.3,100,0.56,1,0,6,0.8,1,93.0,,
2026-06-04 00:47:42,midpoint on route,28.5,2026-06-04 01:16:12,31.8,53,1009,2.7,38,0.16,0,1,6,0.8,0,92.0,,
2026-06-04 00:47:42,chengannur,57.0,2026-06-04 01:44:42,23.1,95,999,6.7,84,0.58,1,1,6,0.8,1,56.00000000000001,,
2026-06-04 00:56:18,kumbanad,0.0,2026-06-04 00:56:18,23.4,100,1006,1.58,100,0.99,1,0,6,0.8,1,64.0,,
2026-06-04 00:56:18,eraviperoor,5.4,2026-06-04 01:01:44,23.4,100,1008,1.58,100,0.98,1,1,6,0.8,1,57.99999999999999,,
2026-06-04 00:56:18,vallamkulam,10.6,2026-06-04 01:06:52,23.4,100,1009,1.58,100,0.99,1,1,6,0.8,1,57.99999999999999,,
2026-06-04 00:56:18,thiruvalla,15.5,2026-06-04 01:11:47,23.4,100,1006,1.58,100,0.99,1,1,6,0.8,1,73.0,,
2026-06-04 00:56:18,thiruvalla,20.0,2026-06-04 01:16:18,23.2,100,1006,2.28,100,0.99,1,1,6,0.8,1,71.0,,
2026-06-04 00:57:59,kozhencherry,0.0,2026-06-04 00:57:59,23.8,97,1008,0.82,100,0.99,1,0,6,0.8,1,66.0,,
2026-06-04 00:57:59,aranmula,8.2,2026-06-04 01:06:09,23.8,97,1008,0.82,100,0.99,1,1,6,0.8,1,56.00000000000001,,
2026-06-04 00:57:59,malakkara,15.7,2026-06-04 01:13:43,24.4,96,1007,1.46,100,0.99,1,1,6,0.8,1,54.0,,
2026-06-04 00:57:59,puthencavu,23.6,2026-06-04 01:21:36,24.4,96,1007,1.46,100,0.99,1,1,6,0.8,1,54.0,,
2026-06-04 00:57:59,chengannur,31.0,2026-06-04 01:28:59,24.4,96,1008,1.46,100,0.99,1,1,6,0.8,0,60.0,,
2026-06-04 01:06:55,kozhencherry,0.0,2026-06-04 01:06:55,23.8,97,1008,0.82,100,0.99,1,1,6,0.8,1,65.0,,
2026-06-04 01:06:55,aranmula,8.2,2026-06-04 01:15:05,23.8,97,1008,0.82,100,0.99,1,1,6,0.8,1,56.00000000000001,,
2026-06-04 01:06:55,malakkara,15.7,2026-06-04 01:22:39,24.4,96,1007,1.46,100,0.99,1,1,6,0.8,1,54.0,,
2026-06-04 01:06:55,puthencavu,23.6,2026-06-04 01:30:33,24.5,97,1008,1.21,100,0.98,1,1,6,0.8,0,56.00000000000001,,
2026-06-04 01:06:55,chengannur,31.0,2026-06-04 01:37:55,24.5,97,1009,1.21,100,0.98,1,1,6,0.8,0,66.0,,
2026-06-04 01:08:28,kozhencherry,0.0,2026-06-04 01:08:28,23.8,97,1008,0.82,100,0.99,1,1,6,0.8,1,65.0,,
2026-06-04 01:08:28,aranmula,8.2,2026-06-04 01:16:38,23.8,97,1008,0.82,100,0.99,1,1,6,0.8,1,56.00000000000001,,
2026-06-04 01:08:28,malakkara,15.7,2026-06-04 01:24:11,24.4,96,1007,1.46,100,0.99,1,1,6,0.8,1,54.0,,
2026-06-04 01:08:28,puthencavu,23.6,2026-06-04 01:32:05,24.5,97,1008,1.21,100,0.98,1,1,6,0.8,0,56.00000000000001,,
2026-06-04 01:08:28,chengannur,31.0,2026-06-04 01:39:28,24.5,97,1009,1.21,100,0.98,1,1,6,0.8,0,66.0,,
2026-06-04 01:11:31,kozhencherry,0.0,2026-06-04 01:11:31,23.8,97,1008,0.82,100,0.99,1,1,6,0.8,1,65.0,,
2026-06-04 01:11:31,melukara,2.7,2026-06-04 01:14:12,23.8,97,1009,0.82,100,0.99,1,1,6,0.8,1,56.00000000000001,,
2026-06-04 01:11:31,pullad,7.9,2026-06-04 01:19:26,23.8,97,1007,0.82,100,0.99,1,1,6,0.8,1,66.0,,
2026-06-04 01:11:31,pullad,12.9,2026-06-04 01:24:22,23.8,98,1008,0.58,100,0.99,1,1,6,0.8,1,57.99999999999999,,
2026-06-04 01:11:31,muttumon,17.0,2026-06-04 01:28:31,24.4,96,1007,1.46,100,0.99,1,1,6,0.8,1,59.0,,
